3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	Nürnberg / Frankfurt am Main ( Deutschland ) , 23.	0	8	Nürnberg	3	9	0.44247	0	0	0	0	0	1	0	1	1	0.083
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	Nürnberg / Frankfurt am Main ( Deutschland ) , 23.	11	28	Frankfurt am Main	3	9	0.58431	0	0	0	0	1	2	0	1	1	0.083
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	Nürnberg / Frankfurt am Main ( Deutschland ) , 23.	11	20	Frankfurt	3	9	0.52635	0	0	0	0	0	1	0	0	0	0.0
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	Nürnberg / Frankfurt am Main ( Deutschland ) , 23.	31	42	Deutschland	3	9	0.30593	0	0	0	0	0	1	0	1	1	0.083
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	Nürnberg / Frankfurt am Main ( Deutschland ) , 23.	24	28	Main	3	9	0.57385	0	0	0	0	0	1	0	0	0	0.0
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	2004 – Ein Flugzeug der in Nürnberg ansässigen Fluggesellschaft „ Eurowings Luftverkehrs AG “ hat in der Nacht von Mittwoch auf Donnerstag erhebliche Verspätungen im Flugverkehr verursacht .	24	46	in Nürnberg ansässigen	3	9	-0.1500	0	0	1	0	1	1	1	0	1	0.083
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	2004 – Ein Flugzeug der in Nürnberg ansässigen Fluggesellschaft „ Eurowings Luftverkehrs AG “ hat in der Nacht von Mittwoch auf Donnerstag erhebliche Verspätungen im Flugverkehr verursacht .	11	19	Flugzeug	3	9	-0.0302	1	0	0	0	0	0	0	0	0	0.0
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	2004 – Ein Flugzeug der in Nürnberg ansässigen Fluggesellschaft „ Eurowings Luftverkehrs AG “ hat in der Nacht von Mittwoch auf Donnerstag erhebliche Verspätungen im Flugverkehr verursacht .	36	46	ansässigen	3	9	-0.1345	0	0	1	0	0	0	0	4	1	0.333
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	2004 – Ein Flugzeug der in Nürnberg ansässigen Fluggesellschaft „ Eurowings Luftverkehrs AG “ hat in der Nacht von Mittwoch auf Donnerstag erhebliche Verspätungen im Flugverkehr verursacht .	27	35	Nürnberg	3	9	-0.0813	0	0	0	0	0	1	0	0	0	0.0
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	2004 – Ein Flugzeug der in Nürnberg ansässigen Fluggesellschaft „ Eurowings Luftverkehrs AG “ hat in der Nacht von Mittwoch auf Donnerstag erhebliche Verspätungen im Flugverkehr verursacht .	47	63	Fluggesellschaft	3	9	0.04798	1	0	0	0	0	0	1	3	1	0.333
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	2004 – Ein Flugzeug der in Nürnberg ansässigen Fluggesellschaft „ Eurowings Luftverkehrs AG “ hat in der Nacht von Mittwoch auf Donnerstag erhebliche Verspätungen im Flugverkehr verursacht .	66	75	Eurowings	3	9	0.24648	0	0	0	0	0	1	0	1	1	0.083
